nsd_Id,v_coco_id
47743,157653
46434,152530
37424,379488
6403,534906
34076,104023
69469,504170
52554,16959
59185,464585
20919,54295
54846,185598
55566,188375
48688,423498
43196,401828
33741,364953
5618,8191
29645,87070
68749,501506
55406,449914
71956,514049
34176,104452
31010,354322
69503,242133
23107,316181
58255,460837
54685,205594
36545,113893
8211,540556
41282,132495
3422,525684
23947,65238
10007,283678
44659,24242
31055,233841
48531,160735
20581,53328
12424,552985
55195,449102
19196,49080
50599,169054
71903,513861
69257,503332
55579,450567
3240,524431
46761,397929
66515,230585
46009,150799
376,202339
8421,541212
14120,295740
58787,200812
17248,567494
18011,569841
58727,200550
57479,195768
36888,377488
68093,498940
29620,276638
54232,445263
22662,60415
57531,195974
71367,249537
22167,320670
63203,211071
20343,314708
32266,540459
62391,476827
30859,353835
69988,244132
38208,382527
7172,12991
7507,14041
62545,215291
67423,234088
10626,547726
24977,69188
26833,76245
8466,279197
35759,372795
7632,538741
14617,559315
68627,500946
8103,540205
65639,227250
17955,45388
41361,132836
38039,456863
38652,384269
35041,107843
27534,341113
70709,246924
53238,441462
56757,206912
44158,143478
20635,53490
13549,556216
37518,117690
25579,333615
28330,344157
42665,399885
30592,90678
59232,464752
34471,105623
54775,447464
6199,272110
22358,59202
2200,210915
19010,401307
28923,346399
47631,419369
62497,477259
57042,194045
2007,6460
59987,467612
51657,435377
44818,146123
18332,570781
60040,467800
8834,542343
50736,290415
71427,511929
45210,147681
10513,245182
67562,301247
66884,494195
20845,578345
16092,563964
48900,70733
23958,327417
58578,462114
46428,414661
72738,517113
69836,505650
9083,280913
14568,559145
1098,68628
25206,332261
17073,304834
4955,6026
64033,221132
68116,499027
59421,298139
23043,61838
60096,205883
20699,53668
43482,140785
48588,423091
25818,334529
43593,141256
50481,430750
46736,415885
29164,85154
38279,120655
6208,272153
11417,25812
8485,279259
53263,441576
49493,164603
45893,150361
4291,3995
1930,410496
13922,557323
46144,151330
31507,94046
50925,246846
22331,321258
22581,60080
38698,384449
47624,419349
39125,124013
54800,447558
47201,417700
3159,589
1895,79031
10895,548561
63628,219525
