nsd_Id,v_coco_id
48070,158908
36010,111598
27289,340187
61049,471601
68834,501824
25430,70935
9610,20334
41260,394535
3870,2758
4393,528621
240,443844
61479,473206
62158,213790
47294,419212
16752,41687
2024,140203
37571,107035
28191,343619
43871,142352
53766,443541
42737,137992
31783,357228
42795,400332
65166,408272
11259,47909
61966,516106
51114,433232
36716,114661
28836,346089
385,410650
66346,492107
34145,104337
21884,446473
49441,426551
486,236426
12733,553849
64709,485917
72877,255479
2745,335328
66190,229352
36023,111644
48796,423962
12714,553780
31830,278028
40398,128963
16837,566237
17652,44414
33298,101094
45462,286925
27672,341645
54647,118186
29935,350360
16458,302958
41428,395216
50171,43829
6376,10545
36126,112065
47801,110006
20323,314645
14037,295472
5361,7298
32427,97661
53489,180341
23614,64059
66774,235479
48698,423540
19041,572907
3210,262873
20774,316012
54100,521094
50051,429039
68859,501926
17746,44743
62394,476843
21826,57224
55922,189766
35395,109229
25582,333629
28896,346313
19229,573476
26979,338948
3944,527270
52739,439560
22592,60125
56665,454695
32795,147595
57702,196525
57229,194786
55210,187015
50211,167551
710,463174
3748,264572
3626,264241
53706,181156
6714,535871
67099,232845
27843,80131
14084,486178
62241,214127
25864,334723
2289,71877
52087,174888
58303,460997
55580,450570
42337,353707
25820,334549
31315,93332
29491,86516
11993,289572
31202,355064
52140,175111
40609,129758
61769,474423
61886,212733
31412,93685
54078,14807
10028,283750
55406,449914
53600,180739
30070,350930
34920,369529
31821,357413
49670,165334
52002,436719
28586,82969
29832,87851
69503,242133
44545,407178
18830,572296
10701,285826
40248,390435
10007,283678
990,559842
53194,179153
55760,451275
33702,12147
47102,155131
6158,534122
35016,107741
48531,160735
33999,365851
46993,154685
7261,275448
43533,403190
60670,208095
57458,195697
3107,524718
34828,369167
47266,418034
7392,570263
49903,166297
32694,365983
49857,428254
56750,206907
62746,478157
10832,548361
67269,233471
24727,68205
16894,304252
52779,439756
31773,357202
46553,415153
24144,66003
57479,195768
3433,263586
28678,13892
31504,94033
12317,28318
23528,360143
10603,285505
15275,561337
33864,103251
5178,530987
48938,424536
33977,365735
40635,129852
28696,83408
49064,425074
48377,422274
62545,215291
28909,346352
37500,117584
25788,334410
67742,235316
61257,210214
69944,506075
50974,119157
31808,95201
47094,550134
57637,458475
33794,365164
8466,279197
39392,387270
31586,356490
15719,562778
58463,461644
55069,380609
11937,289423
71702,513039
37983,19918
71936,513998
54921,185916
10781,548224
25579,333615
24379,142229
29056,346924
4820,5644
3013,165
18895,357561
57048,456199
17715,306800
69013,502433
38835,107853
44670,407644
1198,411530
34653,106287
54160,182837
1244,109992
66120,491215
66541,492840
29917,350289
67027,257215
32265,496768
19835,575348
59625,204075
43106,301427
33623,410272
71542,14801
43325,402328
23861,64974
51301,171880
22785,323067
35790,110777
18783,572182
86,516318
64875,486491
70496,508288
15169,36736
61590,211520
14568,559145
35420,371497
45079,409303
25206,332261
46002,150773
11342,549849
14458,180524
11147,549242
23435,325530
51029,170779
59421,298139
53811,443681
57283,457169
28962,346577
319,525155
55611,188545
35026,107781
66867,494128
30752,91318
54144,444927
32824,361384
21946,57614
14805,559948
21009,578849
54139,444913
16963,42339
38279,120655
43070,401369
11398,25759
20820,316143
72947,517869
59885,467223
13058,554742
60303,260024
46131,151259
42373,136661
46629,153300
45007,409058
16186,39988
4076,3375
26872,338544
16811,304008
38954,123269
56916,455665
18117,357176
6330,534687
20090,51793
13349,555606
41961,397286
43014,139011
38104,119979
26021,335274
31617,356622
47201,417700
16554,41077
16201,302168
32085,96304
