nsd_Id,v_coco_id
52784,439770
68205,237233
10004,545812
18042,45626
3050,262414
8033,264758
18870,48130
2628,441491
65251,487876
31197,355051
71555,250301
2228,41990
51932,436456
71100,510559
48617,423202
32817,99218
43235,241762
4087,265550
36150,374368
7466,276064
8171,278258
68910,502107
46689,153572
58723,462676
21527,318444
12162,552188
37503,379734
14861,224420
64059,221252
46206,151594
66933,545696
42832,578780
71203,248831
39119,386116
57141,194456
70799,247285
49133,425324
23263,54130
42266,398423
43951,404823
15703,38426
26761,338077
32281,97097
29427,348400
17019,566771
51984,174504
30154,89095
10177,546352
47544,156910
59698,466561
70811,509471
62446,477066
49702,165464
1920,13546
17666,306619
47540,419050
27068,339283
35893,373318
27385,78429
3605,264179
19164,573284
11404,25777
31360,355660
32689,98721
19492,574282
11272,25358
12755,291752
53957,182048
6289,10265
23570,63906
16575,41135
18379,308759
49992,280437
48323,159948
1951,542776
52175,437373
47294,419212
35193,370591
8682,541949
17153,567208
70509,508328
19449,49884
68965,240147
51528,434930
53848,181658
36661,114392
51852,135585
12535,553285
16633,565571
31783,357228
44503,407017
8847,18090
70375,245691
63237,480160
45837,112409
50741,552561
20353,52603
11458,550221
61549,211370
39677,21029
38222,120441
11945,289444
7151,537211
48522,160694
40280,390581
1842,227399
35433,371532
9948,283524
67276,495651
30525,55385
34638,368370
37365,117121
50410,168335
68752,501515
26217,336015
2051,431693
72665,516846
1215,389197
142,434548
6998,176841
32361,97423
50171,43829
55083,448689
59894,205116
60021,467752
21387,290174
66666,169602
66774,235479
65453,488682
18769,47867
25044,69440
29678,87207
68859,501926
44643,145385
68460,60305
8348,278801
42046,135424
47468,26105
25582,333629
24541,67537
18871,48133
56572,454291
19783,576463
9007,318807
61380,472860
29878,350167
39221,124456
6714,535871
28121,81188
23950,525915
21719,319045
61503,559483
57776,459001
34697,368602
26113,335650
7542,14167
36784,114917
48099,159026
42226,136143
71864,251576
72828,517465
9413,19707
44599,145217
45108,548834
44740,407903
59419,470784
467,148739
55406,449914
23627,326243
39239,386677
68974,502324
3765,2470
33082,100209
13957,33130
57019,373078
50856,432239
69503,242133
27377,340532
70523,246252
56195,452866
22,475191
54412,183843
65856,228071
24656,67975
10007,283678
43697,141673
54956,448211
54740,185201
29792,87680
70731,509161
30997,354298
58478,199555
63380,480726
25024,331507
48531,160735
26141,73584
60063,467875
55523,450359
2334,284991
55500,450282
61361,472772
25667,71759
46124,151237
8314,16556
15037,560632
69826,243482
70671,508896
8670,541918
22651,322518
52868,440092
10002,283659
45767,412001
40645,129897
67470,496407
57479,195768
19029,48595
15355,37325
43678,403743
34442,448694
32226,540439
42851,138436
6661,535706
30820,15257
43349,402410
8604,541727
17282,43305
70519,84731
56907,207013
18292,570678
20123,314050
44822,408288
52330,175825
62545,215291
9009,18554
26608,318396
26661,75607
72683,254753
37948,381544
65404,387250
54281,445425
58075,198017
28784,290846
44123,143348
8466,279197
40575,391748
53296,179584
53787,181475
14527,296906
56588,454359
49417,164292
22957,339595
71110,510594
22435,577893
64645,223550
47414,418569
69057,240448
64377,484599
18452,571149
1251,290248
66231,491665
33955,365687
28167,81387
66092,278224
7807,14960
62819,478433
4294,266160
21074,579060
25949,72888
25579,333615
20511,315249
8088,278001
7780,14892
13248,311007
72244,515241
20914,54277
20677,53601
64134,221593
56922,193540
1377,249180
45134,409496
46738,546320
70746,247082
43869,142346
529,492968
29022,346795
3316,525382
32992,362005
1483,561223
41810,396687
24573,325228
409,256868
